file_name,cluster,pixel_count,centroid_x,centroid_y
JHH362_ROI001_filtered,Immune unassigned ,61,373.39344262295083,463.59016393442624
JHH383_ROI004_filtered,Tumor,158316,402.9490007327118,488.02118547714696
JHH383_ROI004_filtered,CAF,650132,496.2016205939717,500.9978850448832
JHH383_ROI004_filtered,CD4,99391,633.3028342606474,514.0050608203962
JHH383_ROI004_filtered,CD8,32950,535.9499848254932,530.0248254931714
JHH383_ROI004_filtered,Myeloid,7330,533.9854024556616,556.3669849931787
JHH383_ROI004_filtered,B cell,3804,710.1309148264984,557.6001577287067
JHH383_ROI004_filtered,Immune unassigned ,175,663.6171428571429,530.7371428571429
JHH380_ROI001_filtered,CD4,290789,602.2257994628408,476.85496356464654
JHH380_ROI001_filtered,CAF,457658,439.3841624094848,502.4382749
JHH380_ROI001_filtered,Tumor,56104,508.15341152146016,506.5319228575503
JHH380_ROI001_filtered,Myeloid,101932,461.8509790840953,515.2370109484755
JHH380_ROI001_filtered,CD8,59950,531.4298915763136,511.0777147623019
JHH380_ROI001_filtered,B cell,32959,472.8381625656118,574.2103219151066
JHH380_ROI001_filtered,Immune unassigned ,75,629.9333333333333,503.9066666666667
JHH380_ROI001_filtered,CD57,84,224.23809523809524,674.547619
JHH348_ROI004_filtered,CAF,744882,495.29910777814473,480.26485403057126
JHH348_ROI004_filtered,Myeloid,158299,499.86131308473205,566.2786246280773
JHH348_ROI004_filtered,CD4,32327,527.4108639836669,503.4630185294027
JHH348_ROI004_filtered,CD8,25143,542.1883227936205,580.9262220101023
JHH348_ROI004_filtered,B cell,14426,667.2107306,707.7957853874948
JHH348_ROI004_filtered,Tumor,8953,377.7197587400871,415.1285603
JHH348_ROI004_filtered,CD57,71,561.1408450704225,326.7323943661972
JHH348_ROI004_filtered,Immune unassigned ,50,889.92,354.66
JHH369_ROI001_filtered,CAF,1008188,565.5128368915322,547.2004030994219
JHH369_ROI001_filtered,Tumor,133858,427.18230512931615,570.7420027192995
JHH369_ROI001_filtered,Myeloid,7661,521.8468868293957,350.9612322151155
JHH369_ROI001_filtered,CD8,31577,553.1221458656618,557.0720461095101
JHH369_ROI001_filtered,CD4,22378,510.55737778174995,569.0703369380642
JHH369_ROI001_filtered,B cell,660,611.4712121212121,664.7166666666667
JHH369_ROI001_filtered,Immune unassigned ,56,861.0357142857143,680.0535714285714
JHH387_ROI004_filtered,CAF,584953,542.6073940983292,511.83263270724314
JHH387_ROI004_filtered,CD4,53138,415.6198389100079,561.5168241183334
JHH387_ROI004_filtered,Tumor,299652,428.77154499219097,466.64914634309133
JHH387_ROI004_filtered,Myeloid,25035,491.7402037147993,473.3393648891552
JHH387_ROI004_filtered,CD8,30232,493.43556496427624,493.0046639322572
JHH387_ROI004_filtered,CD57,67,145.0597014925373,40.02985074626866
JHH387_ROI004_filtered,B cell,605,552.2429752066116,521.9553719008264
JHH387_ROI004_filtered,Immune unassigned ,258,188.84108527131784,604.3178294573644
JHH357_ROI001_filtered,CAF,579409,468.0258383974015,457.0399786679185
JHH357_ROI001_filtered,Myeloid,2148,335.2700186219739,496.62011173184356
JHH357_ROI001_filtered,CD4,25579,348.75249227882244,451.75163219828767
JHH357_ROI001_filtered,Tumor,15962,319.16063149981204,644.4329031449693
JHH357_ROI001_filtered,B cell,2655,311.06967984934084,296.7129943502825
JHH357_ROI001_filtered,CD8,11070,355.0971996,377.2794941282746
JHH357_ROI001_filtered,Immune unassigned ,62,271.2580645,189.75806451612902
JHH317_ROI001_filtered,CD4,212136,510.09381245993137,297.58447411094767
JHH317_ROI001_filtered,CAF,266225,484.24599868532255,279.7528706920838
JHH317_ROI001_filtered,Immune unassigned ,9748,513.8798727944194,305.10114895363154
JHH317_ROI001_filtered,Myeloid,14537,528.4820114191374,270.9118800302676
JHH317_ROI001_filtered,Tumor,32295,480.1600247716365,288.4521442947825
JHH317_ROI001_filtered,Treg,29191,530.2993045801788,309.45301634065294
JHH317_ROI001_filtered,CD8,7786,510.23940405856666,297.2765219624968
JHH317_ROI001_filtered,B cell,2765,734.7327305605787,404.9529837251356
JHH352_ROI003_filtered,CAF,469148,508.0520689,529.8858270737593
JHH352_ROI003_filtered,Myeloid,36328,498.9383946267342,594.2791235410702
JHH352_ROI003_filtered,CD8,9209,541.7957432946031,496.22934086220005
JHH352_ROI003_filtered,Tumor,25053,515.4246198060113,666.7882089969265
JHH352_ROI003_filtered,CD4,30619,484.06946667102125,537.8844181717235
JHH352_ROI003_filtered,B cell,11268,414.8220624778133,469.46485623003196
JHH352_ROI003_filtered,Immune unassigned ,78,875.7948717948718,880.6923076923077
JHH362_ROI002_filtered,CAF,1038556,564.5277856947531,534.6481201
JHH362_ROI002_filtered,CD4,33284,407.53959860593676,653.1246845
JHH362_ROI002_filtered,Tumor,63647,411.8013732,644.8699231699844
JHH362_ROI002_filtered,CD8,4953,435.25540076721177,416.53543307086613
JHH362_ROI002_filtered,B cell,1070,482.67009345794395,453.4607476635514
JHH362_ROI002_filtered,Immune unassigned ,24,741.0833333333334,601.875
JHH380_ROI002_filtered,CAF,597084,507.46880003483597,470.69399950425736
JHH380_ROI002_filtered,CD4,133845,447.5429265194815,520.3690313422242
JHH380_ROI002_filtered,Myeloid,67084,451.4018842048775,531.9894311609326
JHH380_ROI002_filtered,CD8,109431,572.7293089,616.7050196013927
JHH380_ROI002_filtered,Tumor,72243,488.37210525587255,453.90372769680107
JHH380_ROI002_filtered,B cell,13222,472.01928603842083,570.0384964453184
JHH380_ROI002_filtered,Immune unassigned ,442,294.10633484162895,776.3303167420814
JHH380_ROI002_filtered,CD57,156,605.0512820512821,505.59615384615387
JHH348_ROI003_filtered,Tumor,69808,440.08358640843454,264.96637921155167
JHH348_ROI003_filtered,Myeloid,76030,481.9558463764304,445.8832829
JHH348_ROI003_filtered,CAF,795343,513.1108553165112,522.9133695
JHH348_ROI003_filtered,CD4,22338,485.3272002865073,454.75803563434505
JHH348_ROI003_filtered,CD8,13016,482.73747695144436,463.21097111247695
JHH348_ROI003_filtered,B cell,3216,463.72512437810946,516.2052239
JHH348_ROI003_filtered,CD57,2026,178.2458045409674,392.6080947680158
JHH352_ROI004_filtered,Tumor,351418,425.53770154061544,528.6805200644247
JHH352_ROI004_filtered,CAF,393837,477.64018870751096,545.147038
JHH352_ROI004_filtered,CD4,20541,445.9024877075118,602.1291076383818
JHH352_ROI004_filtered,Myeloid,67982,534.2409608,593.4567238386632
JHH352_ROI004_filtered,CD8,1405,324.1188612099644,504.1608540925267
JHH352_ROI004_filtered,B cell,216,765.2916666666666,853.9953703703703
JHH352_ROI004_filtered,Immune unassigned ,27,294.9259259259259,480.5925925925926
JHH388_ROI003_filtered,Myeloid,458265,418.06093417564074,467.51993715426664
JHH388_ROI003_filtered,CD8,67421,485.29189718337017,358.92475638154286
JHH388_ROI003_filtered,CAF,357905,588.8110979,593.5282127938979
JHH388_ROI003_filtered,Tumor,30919,606.6215595588474,306.51201526569423
JHH388_ROI003_filtered,CD4,27900,458.6605017921147,415.26594982078853
JHH388_ROI003_filtered,B cell,2523,425.1050336900515,385.60325009908837
JHH388_ROI003_filtered,CD57,5982,630.0203945,191.8910063523905
JHH417_ROI002_filtered,CAF,463487,522.5249381320295,483.3055447078343
JHH417_ROI002_filtered,Tumor,86890,650.4304522960065,445.41219933248937
JHH417_ROI002_filtered,Myeloid,327953,452.4390293731114,519.6146124597122
JHH417_ROI002_filtered,B cell,6556,451.90070164734595,502.4164124466138
JHH417_ROI002_filtered,CD4,66437,385.8956454987432,523.3097972515316
JHH417_ROI002_filtered,CD8,21928,494.3643743159431,477.4685333819774
JHH417_ROI002_filtered,CD57,57,709.5789474,334.42105263157896
JHH417_ROI002_filtered,Immune unassigned ,314,545.9044585987261,677.4140127388536
JHH387_ROI003_filtered,CAF,800629,503.86217336619086,499.1074942326596
JHH387_ROI003_filtered,CD4,63427,494.6010058807763,436.43109401359044
JHH387_ROI003_filtered,Myeloid,23632,502.0154874746107,542.0664353419093
JHH387_ROI003_filtered,Tumor,84541,455.55868750073927,548.3437385410629
JHH387_ROI003_filtered,CD8,23068,495.81220738685624,442.33709034159875
JHH387_ROI003_filtered,B cell,1046,555.4713193116635,610.6434034416826
JHH387_ROI003_filtered,Immune unassigned ,53,125.13207547169812,959.9433962264151
JHH390_ROI002_ROI_001_filtered,CAF,775228,493.2533990000361,488.6793859354925
JHH390_ROI002_ROI_001_filtered,Myeloid,35077,426.8646691564273,423.1916925620777
JHH390_ROI002_ROI_001_filtered,CD4,71686,577.9799681946266,582.6628490918729
JHH390_ROI002_ROI_001_filtered,Tumor,32921,534.9282221074694,513.2673673339206
JHH390_ROI002_ROI_001_filtered,CD8,33977,576.3873208346823,550.8194955411013
JHH390_ROI002_ROI_001_filtered,B cell,5463,719.1361889071939,574.6882665
JHH390_ROI002_ROI_001_filtered,Immune unassigned ,65,752.2769231,579.5692307692308
JHH369_ROI002_filtered,CAF,838137,520.8831193468371,578.0553549121445
JHH369_ROI002_filtered,CD8,44365,615.9324467,473.5933731545137
JHH369_ROI002_filtered,Tumor,49805,248.02132316032527,402.7706856741291
JHH369_ROI002_filtered,Myeloid,2500,314.9412,792.9192
JHH369_ROI002_filtered,CD4,37170,598.4471078827011,558.9277374226526
JHH369_ROI002_filtered,B cell,3746,642.5899626268019,421.2498665242926
JHH369_ROI002_filtered,Immune unassigned ,7,3.142857142857143,12.285714285714286
JHH372_ROI003_filtered,CAF,734905,587.0675270953388,519.0445418115266
JHH372_ROI003_filtered,Myeloid,5403,614.7164538219507,582.0821766
JHH372_ROI003_filtered,CD4,39648,508.5829297820823,564.5432556497175
JHH372_ROI003_filtered,Tumor,97320,825.4739210850802,573.2151356350184
JHH372_ROI003_filtered,CD8,5605,512.0310437109723,419.2545941123996
JHH372_ROI003_filtered,B cell,4382,552.2352806937472,488.5264719306253
JHH372_ROI003_filtered,Immune unassigned ,35,735.3714285714286,517.3142857142857
JHH317_ROI002_filtered,CD4,100650,348.01344262295083,401.2375956284153
JHH317_ROI002_filtered,CAF,780596,526.8110943432966,519.3961934214369
JHH317_ROI002_filtered,Treg,21640,326.5502310536044,437.9638632162662
JHH317_ROI002_filtered,B cell,1122,156.0276292335116,123.45454545454545
JHH317_ROI002_filtered,Myeloid,14596,602.3439983557139,350.5317210194574
JHH317_ROI002_filtered,Immune unassigned ,46093,507.7312390167704,385.65641203653485
JHH317_ROI002_filtered,CD8,1871,342.74078033137357,529.0133618385889
JHH317_ROI002_filtered,Tumor,21467,321.0302790329343,549.9345041226068
JHH317_ROI002_filtered,CD57,24,66.08333333333333,145.125
JHH390_ROI003_filtered,CAF,788994,497.36344763078046,498.92131752586204
JHH390_ROI003_filtered,CD4,18403,549.4430799326196,519.9776666847797
JHH390_ROI003_filtered,Myeloid,136442,495.79555415487897,501.2621553
JHH390_ROI003_filtered,Tumor,20389,527.3648045514739,630.5083133061945
JHH390_ROI003_filtered,CD8,9878,465.9760072889249,477.20166025511236
JHH390_ROI003_filtered,B cell,274,779.8978102189781,270.35036496350364
JHH383_ROI003_filtered,CAF,487392,513.0952128881886,521.2083394885431
JHH383_ROI003_filtered,Tumor,98052,514.6401501244238,377.3889160853425
JHH383_ROI003_filtered,Myeloid,14600,524.7835616438356,541.6997945205479
JHH383_ROI003_filtered,CD4,104056,557.4088183285922,546.0576228184824
JHH383_ROI003_filtered,CD8,30379,512.4592646235886,508.25988347213536
JHH383_ROI003_filtered,B cell,4319,479.99467469321604,571.5797638342209
JHH383_ROI003_filtered,CD57,472,550.8241525423729,304.86228813559325
JHH383_ROI003_filtered,Immune unassigned ,338,407.43491124260356,417.6035503
JHH361_ROI003_filtered,CAF,862893,568.5154428185186,546.0084680255837
JHH361_ROI003_filtered,Tumor,217861,407.6620092627868,536.2820606
JHH361_ROI003_filtered,Myeloid,62560,594.5896579283888,536.6475223785167
JHH361_ROI003_filtered,CD4,59175,746.5637515842839,650.8360118293198
JHH361_ROI003_filtered,CD8,3697,706.6718961319989,675.4354882
JHH361_ROI003_filtered,B cell,570,636.0701754385965,776.0824561403509
JHH361_ROI003_filtered,Immune unassigned ,9,95.33333333333333,979.1111111111111
JHH368_ROI004_filtered,Myeloid,97165,479.5704214480523,512.0559666546596
JHH368_ROI004_filtered,CAF,1047274,564.3433103466715,563.7017485395417
JHH368_ROI004_filtered,Tumor,41343,427.42444912077013,380.7529690636867
JHH368_ROI004_filtered,CD4,4960,508.70423387096776,485.4070564516129
JHH368_ROI004_filtered,B cell,494,680.7287449392712,384.2550607287449
JHH368_ROI004_filtered,CD8,4122,504.92066957787483,459.8034934497817
JHH368_ROI004_filtered,Immune unassigned ,47,613.4468085106383,1081.3829787234042
JHH348_ROI002_filtered,CAF,655026,532.3393575216861,449.8039360269669
JHH348_ROI002_filtered,CD8,61922,503.5558444494687,599.6888989373729
JHH348_ROI002_filtered,Tumor,38567,531.5595457256203,445.51777426297093
JHH348_ROI002_filtered,CD4,138563,365.3670099521517,614.6744441
JHH348_ROI002_filtered,B cell,27916,547.9007737498209,626.951963
JHH348_ROI002_filtered,Myeloid,54035,455.56655871194596,595.8320718053113
JHH348_ROI002_filtered,Immune unassigned ,289,363.05190311418687,444.6782006920415
JHH348_ROI002_filtered,CD57,8035,529.1080273802115,632.9252022401992
JHH380_ROI003_filtered,CAF,353291,500.0274674418539,397.90162500601485
JHH380_ROI003_filtered,CD8,34591,443.6294122748692,564.7546471625567
JHH380_ROI003_filtered,CD4,40205,506.39288645690834,490.60997388384527
JHH380_ROI003_filtered,Myeloid,5020,521.6986055776892,379.24541832669325
JHH380_ROI003_filtered,Tumor,37557,571.2124770349069,461.33027132092553
JHH380_ROI003_filtered,B cell,10704,503.77438340807174,492.97907324364724
JHH380_ROI003_filtered,Immune unassigned ,50,603.44,514.78
JHH362_ROI003_filtered,CAF,902864,552.6911838,576.5748075
JHH362_ROI003_filtered,Myeloid,219171,566.6602698349691,422.46982036857065
JHH362_ROI003_filtered,Tumor,73487,473.3312422605359,600.612639
JHH362_ROI003_filtered,CD4,10432,424.1290260736196,567.3089532208589
JHH362_ROI003_filtered,CD8,1312,515.9931402439024,427.7522865853659
JHH362_ROI003_filtered,B cell,65,219.7076923076923,768
JHH362_ROI003_filtered,Immune unassigned ,2,27,377.5
JHH368_ROI001_filtered,Myeloid,535070,580.261192,441.6281701459622
JHH368_ROI001_filtered,Tumor,91694,645.7861583091587,531.4318603180143
JHH368_ROI001_filtered,CAF,496763,494.20563729585336,668.2118636049786
JHH368_ROI001_filtered,CD4,47204,600.511249,555.1747521396492
JHH368_ROI001_filtered,CD8,34231,559.4995179807777,557.3470246268002
JHH368_ROI001_filtered,B cell,1410,550.3340425531915,666.1907801
JHH368_ROI001_filtered,Immune unassigned ,110,525.7727272727273,875.1090909090909
JHH387_ROI002_filtered,CAF,603026,522.9292252738688,531.8060116810884
JHH387_ROI002_filtered,Tumor,246184,496.77062684821107,462.25779092061225
JHH387_ROI002_filtered,CD4,88755,404.1485550109853,429.62330009576925
JHH387_ROI002_filtered,CD8,40495,400.81163106556363,420.3039140634646
JHH387_ROI002_filtered,Myeloid,17839,412.29424295083805,460.3258591
JHH387_ROI002_filtered,B cell,354,494.5367231638418,573.1299435028249
JHH387_ROI002_filtered,Immune unassigned ,28,555.1071428571429,107.42857142857143
JHH417_ROI003_filtered,CAF,708099,475.8884732219647,509.73463032711527
JHH417_ROI003_filtered,CD4,34698,558.3827021730359,358.14098795319615
JHH417_ROI003_filtered,Tumor,57044,491.66233083233993,342.6790021737606
JHH417_ROI003_filtered,Myeloid,106668,651.5062155473057,524.4576724
JHH417_ROI003_filtered,CD8,2350,798.0570212765957,475.7587234042553
JHH417_ROI003_filtered,B cell,707,868.2234794908062,365.74823196605377
JHH388_ROI002_filtered,CAF,633574,492.11002345424527,483.08475726592314
JHH388_ROI002_filtered,Tumor,62905,533.4054844606947,564.2136078213179
JHH388_ROI002_filtered,CD4,49631,571.9794685,522.1212347121758
JHH388_ROI002_filtered,Myeloid,43456,508.2021124815906,504.3675902061856
JHH388_ROI002_filtered,CD8,23853,621.6720329,462.0897161782585
JHH388_ROI002_filtered,CD57,1106,779.6790235081374,43.12386980108499
JHH388_ROI002_filtered,Immune unassigned ,110,598.6363636363636,463.3818181818182
JHH388_ROI002_filtered,B cell,6274,515.6848900223143,674.6216130060567
JHH352_ROI001_filtered,Tumor,64212,531.6637700118358,425.2083878402791
JHH352_ROI001_filtered,CAF,595481,483.4505147939229,489.4299364715247
JHH352_ROI001_filtered,Myeloid,67439,529.3039190972582,491.7490176307478
JHH352_ROI001_filtered,CD8,60013,451.09967840301266,644.3321613650376
JHH352_ROI001_filtered,CD4,170931,522.5856749214595,540.0665239190082
JHH352_ROI001_filtered,B cell,24470,508.19047813649365,535.2024928483858
JHH352_ROI001_filtered,Immune unassigned ,137,506.0145985,569.1240875912408
JHH352_ROI001_filtered,Treg,30,318.5,235.66666666666666
JHH317_ROI003_filtered,Tumor,139946,556.8377731410687,527.9498735226445
JHH317_ROI003_filtered,CAF,452132,464.21844284412515,452.4681796466519
JHH317_ROI003_filtered,Treg,43562,464.12072448464255,447.1984986915201
JHH317_ROI003_filtered,CD4,188269,498.9067716936936,508.8057088527585
JHH317_ROI003_filtered,Immune unassigned ,127555,547.0593077495982,578.2114460428835
JHH317_ROI003_filtered,Myeloid,1293,429.9613302397525,382.9296210363496
JHH317_ROI003_filtered,CD8,1285,469.2785992217899,465.2451361867704
JHH317_ROI003_filtered,B cell,475,260.09473684210525,477.6252631578947
JHH372_ROI002_filtered,Tumor,247974,553.3016324292063,488.6829789
JHH372_ROI002_filtered,CAF,691654,492.11375485430574,623.4397213057396
JHH372_ROI002_filtered,CD4,75399,601.1472566,708.7794665711747
JHH372_ROI002_filtered,Myeloid,5094,722.6010993325481,618.5551629367884
