file_name,cluster,pixel_count,centroid_x,centroid_y
JHH372_ROI002_filtered,B cell,4716,671.6653944020356,837.5905428329093
JHH372_ROI002_filtered,CD8,19317,641.3713309520111,751.2234301392556
JHH372_ROI002_filtered,Immune unassigned ,100,650.44,762.01
JHH369_ROI003_filtered,CAF,889128,542.7107176919409,564.4816224435626
JHH369_ROI003_filtered,Tumor,154444,415.5199360285929,381.94609049234674
JHH369_ROI003_filtered,CD4,50930,626.2030237580993,550.4575888474377
JHH369_ROI003_filtered,Myeloid,15848,542.0670747097425,542.6868374558304
JHH369_ROI003_filtered,CD8,94483,795.4339299133177,679.5969963
JHH369_ROI003_filtered,B cell,1269,757.8085106382979,772.2671394799054
JHH369_ROI003_filtered,CD57,231,786.8008658008658,684.2510822510823
JHH357_ROI003_filtered,CAF,831944,562.9012962410932,536.1139079
JHH357_ROI003_filtered,Myeloid,27254,451.5867762530271,608.7347912233066
JHH357_ROI003_filtered,CD4,64245,432.5885594209666,580.7097361662386
JHH357_ROI003_filtered,CD8,29369,503.06673703564985,504.95781265960704
JHH357_ROI003_filtered,Tumor,39680,359.9163810483871,706.9408014112903
JHH357_ROI003_filtered,B cell,8994,422.9148321102958,512.2679564153881
JHH357_ROI003_filtered,Immune unassigned ,239,336.93305439330544,729.2761506
JHH361_ROI002_filtered,CAF,753191,554.5369594166685,534.6517098584555
JHH361_ROI002_filtered,Myeloid,73622,445.89641683192525,576.1478905761865
JHH361_ROI002_filtered,B cell,4563,581.2167433705895,618.4104755643217
JHH361_ROI002_filtered,CD4,216015,574.8888086475476,619.4320255537809
JHH361_ROI002_filtered,CD8,48166,618.9871070879874,642.7801976497944
JHH361_ROI002_filtered,Tumor,108681,513.9380296463963,436.0293335541631
JHH361_ROI002_filtered,Immune unassigned ,245,132.08163265306123,369.8326530612245
JHH390_ROI001_ROI_002_filtered,CAF,776079,505.57162737298654,497.58497524092263
JHH390_ROI001_ROI_002_filtered,Myeloid,39123,537.0789561127725,492.53924801267794
JHH390_ROI001_ROI_002_filtered,CD4,36925,525.3021800947868,374.2500203114421
JHH390_ROI001_ROI_002_filtered,CD8,14891,501.6221207440736,405.11060372036803
JHH390_ROI001_ROI_002_filtered,Tumor,116188,446.47694254139844,564.3624642820257
JHH390_ROI001_ROI_002_filtered,B cell,1768,472.0022624434389,351.27884615384613
JHH390_ROI001_ROI_002_filtered,Immune unassigned ,13,626.8461538461538,100.23076923076923
